date,meter_location_en,equipment_name_en,shift_label,interval_energy_kwh,energy_day_kwh,energy_night_kwh
2021-02-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.9101159999993844,0.9101159999993844,0.0
2021-02-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.3893760000002246,0.0,0.3893760000002246
2021-02-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,20.764057000006037,20.764057000006037,0.0
2021-02-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.86706299999958,0.0,18.86706299999958
2021-02-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.24601599999961102,0.24601599999961102,0.0
2021-02-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.3906250000003996,0.0,0.3906250000003996
2021-02-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,20.25032400000385,20.25032400000385,0.0
2021-02-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,17.65676600000075,0.0,17.65676600000075
2021-02-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.22372900000036872,0.22372900000036872,0.0
2021-02-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.3363999999997713,0.0,0.3363999999997713
2021-02-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,22.602959999993097,22.602959999993097,0.0
2021-02-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.89777799999517,0.0,18.89777799999517
2021-02-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.27772899999994116,0.27772899999994116,0.0
2021-02-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.32947599999983057,0.0,0.32947599999983057
2021-02-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,22.613098999992722,22.613098999992722,0.0
2021-02-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.678839999998495,0.0,18.678839999998495
2021-02-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.2937640000002867,0.2937640000002867,0.0
2021-02-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.3831609999999074,0.0,0.3831609999999074
2021-02-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,28.61045000000851,28.61045000000851,0.0
2021-02-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,15.771890999999474,0.0,15.771890999999474
2021-02-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.011235999999940096,0.011235999999940096,0.0
2021-02-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.15210000000026092,0.0,0.15210000000026092
2021-02-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,23.807789999999432,23.807789999999432,0.0
2021-02-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.81248199999705,0.0,18.81248199999705
2021-02-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.0,0.0,0.0
2021-02-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.0,0.0,0.0
2021-02-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,22.501994000010477,22.501994000010477,0.0
2021-02-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,14.198891999999072,0.0,14.198891999999072
2021-02-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.0007289999999879689,0.0007289999999879689,0.0
2021-02-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.06400899999991737,0.0,0.06400899999991737
2021-02-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,4.611027000005118,4.611027000005118,0.0
2021-02-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,11.351301000000579,0.0,11.351301000000579
2021-02-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,1.4065959999992583,1.4065959999992583,0.0
2021-02-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.0739839999999064,0.0,0.0739839999999064
2021-02-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,18.06509400000448,18.06509400000448,0.0
2021-02-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,12.017978000003266,0.0,12.017978000003266
2021-02-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.09120400000001477,0.09120400000001477,0.0
2021-02-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.27457599999996746,0.0,0.27457599999996746
2021-02-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,26.042908999998957,26.042908999998957,0.0
2021-02-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.047571000000914,0.0,18.047571000000914
2021-02-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.09734399999977902,0.09734399999977902,0.0
2021-02-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.3831609999999074,0.0,0.3831609999999074
2021-02-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,24.471601000000792,24.471601000000792,0.0
2021-02-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,19.909606000003443,0.0,19.909606000003443
2021-02-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.08584900000005785,0.08584900000005785,0.0
2021-02-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.28515600000003677,0.0,0.28515600000003677
2021-02-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,21.8140699999831,21.8140699999831,0.0
2021-02-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,11.469614000002448,0.0,11.469614000002448
2021-02-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,1.1235999999996584,1.1235999999996584,0.0
2021-02-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.4342810000002468,0.0,0.4342810000002468
2021-02-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,18.62232899999886,18.62232899999886,0.0
2021-02-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,20.18315399999522,0.0,20.18315399999522
2021-02-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.0,0.0,0.0
2021-02-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.0,0.0,0.0
2021-02-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,29.3929700000132,29.3929700000132,0.0
2021-02-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,18.170460999997363,0.0,18.170460999997363
2021-03-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.04536900000000798,0.04536900000000798,0.0
2021-03-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.0063999999999417466,0.0,0.0063999999999417466
2021-03-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,21.40121900000356,21.40121900000356,0.0
2021-03-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Night,16.59209900000136,0.0,16.59209900000136
2021-03-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Day,0.11971599999997057,0.11971599999997057,0.0
2021-03-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Night,0.21159999999991255,0.0,0.21159999999991255
2021-03-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Day,16.703864999990305,16.703864999990305,0.0
