date,meter_location_en,equipment_name_en,period_std,interval_energy_kwh
2021-07-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.008960530000001946
2021-07-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.8458369999999386
2021-07-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.44202000000367
2021-07-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.918499999996813
2021-07-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.8817999999993362
2021-07-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1429144015999971
2021-07-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.023222712200004915
2021-07-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.13840900000036638
2021-07-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,20.206169999997385
2021-07-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.292224000000664
2021-07-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,1.3130000000011275
2021-07-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.08540440250000761
2021-07-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.008732910599999052
2021-07-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.43338100000014523
2021-07-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,34.36160499999383
2021-07-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.5321759999954
2021-07-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.6577999999998116
2021-07-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.18833872450000042
2021-07-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.017429309300002763
2021-07-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.0628500000004903
2021-07-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,24.270456000008714
2021-07-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,15.785283999997322
2021-07-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2548999999997568
2021-07-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.18845151170000124
2021-07-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018591474599998208
2021-07-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5695850000007319
2021-07-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,34.167705999977784
2021-07-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,16.46180000001104
2021-07-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2185000000003456
2021-07-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13951742080000165
2021-07-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2021-07-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-07-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,44.749800000009124
2021-07-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.652815999999506
2021-07-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2021-07-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.08764569250000356
2021-07-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01679616039999834
2021-07-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.41693000000007774
2021-07-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,38.17648500001028
2021-07-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.425543999998528
2021-07-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.1096999999975417
2021-07-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.14085776420000276
2021-07-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.015403304199999185
2021-07-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.39685700000011326
2021-07-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,32.14991299998784
2021-07-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,15.271183999997183
2021-07-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.1684000000033934
2021-07-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.09522210639999311
2021-07-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.004066680500002365
2021-07-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.0173760000003953
2021-07-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.83530000000175
2021-07-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.997703999999759
2021-07-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,4.394000000001048
2021-07-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.14271018979999964
2021-07-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.4999999987559994e-09
2021-07-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01970094170000169
2021-07-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.0041730000002855
2021-07-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,36.260420000002284
2021-07-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,6.71086100000303
2021-07-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.9105999999981425
2021-07-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.03248648009999935
2021-07-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.009445899699999418
2021-07-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.7926480000005183
2021-07-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,32.778584000013055
2021-07-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.900101000003145
2021-07-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.442499999996744
2021-07-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.17484146919999785
2021-07-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.6000000005361074e-09
2021-07-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.027221705000001234
2021-07-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5183810000006461
2021-07-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,31.849433000007146
2021-07-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.792248999998233
2021-07-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.8124999999978684
2021-07-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.2415235649000043
2021-07-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.6000000012062415e-09
2021-07-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2021-07-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-07-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,49.91582499997784
2021-07-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,8.972276000001926
2021-07-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2021-07-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.1636610273999916
2021-07-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.023485579400002315
2021-07-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.7371850000000056
2021-07-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,27.093837000007372
2021-07-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,10.567364000004748
2021-07-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.8705000000006886
2021-07-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.06839291290000062
2021-07-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.01390041640000097
2021-07-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.3578770000001336
2021-07-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.32278199998568
2021-07-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.163428999993156
2021-07-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.0410000000033475
2021-07-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.04610048020000294
2021-07-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.6000000005361074e-09
2021-07-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.006368052099998561
2021-07-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.49246900000007243
2021-07-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,34.416313999981796
2021-07-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.43048099999888
2021-07-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.115700000004584
2021-07-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.06991266769999614
2021-07-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02022937330000201
2021-07-29,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4291369999994384
2021-07-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,24.55712399999916
2021-07-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.65219999999948
2021-07-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.085199999998722
2021-07-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.11156956290000287
2021-07-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-07-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018004278799999367
2021-07-30,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.8816410000010394
2021-07-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,23.718841000003785
2021-07-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,15.412409000000578
2021-07-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2202000000011055
2021-07-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.14949831250000176
2021-07-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-07-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018632258099999383
2021-07-31,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.4188770000003698
2021-07-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,32.66944799998279
2021-07-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,9.260324000000747
2021-07-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.7560000000025013
2021-08-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.295968890900001
2021-08-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2021-08-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,62.784329000003865
2021-08-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.153444000005663
2021-08-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2021-08-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13079083140000364
2021-08-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.015156073699998945
2021-08-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.283104999999515
2021-08-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,33.06986499998689
2021-08-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.290723999996471
2021-08-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,4.090600000005404
2021-08-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15092469170000408
2021-08-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.020076056499999963
2021-08-03,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5672930000008194
2021-08-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,28.212746000000863
2021-08-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,15.592724999995887
2021-08-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.2250000000011756
2021-08-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.13382445730000206
2021-08-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.6000000005361074e-09
2021-08-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.017111256999998718
2021-08-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.02689599999994455
2021-08-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,8.971365000006736
2021-08-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,7.449476000001003
2021-08-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.583399999998105
2021-08-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15763291090000522
2021-08-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.017221316499998966
2021-08-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5811999999994084
2021-08-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,20.325021999997613
2021-08-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.929863999993596
2021-08-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.2100000000007123
2021-08-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15555149689999148
2021-08-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.6000000005361074e-09
2021-08-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02073888369999999
2021-08-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.47432200000055225
2021-08-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,29.348809999986127
2021-08-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,15.074569000002159
2021-08-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.52500000000539
2021-08-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.12006932449999608
2021-08-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.021216839200001687
2021-08-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.0088530000001212
2021-08-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,29.784426000016122
2021-08-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,14.801620999992275
2021-08-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2649999999944095
2021-08-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.28350314689998923
2021-08-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2021-08-08,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,47.23629400000072
2021-08-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.587061000005045
2021-08-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2021-08-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.18796563490000415
2021-08-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.027320788999999502
2021-08-09,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.0630099999992721
2021-08-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,26.857633000019334
2021-08-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,13.831875999997367
2021-08-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.154099999997655
2021-08-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.08225447040000211
2021-08-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.6000000012062415e-09
2021-08-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018917251999997674
2021-08-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.8963859999996335
2021-08-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,29.07308499998863
2021-08-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,11.2712209999952
2021-08-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,3.2597000000030167
2021-08-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.11152269859999966
2021-08-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.022308416000000345
2021-08-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.5230250000002782
2021-08-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.13948000001365
2021-08-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,12.457061000002335
2021-08-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.380899999995233
2021-08-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.060407816500007316
2021-08-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02619866769999544
2021-08-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,1.243225000000939
2021-08-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,30.005609000003133
2021-08-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.656099999999244
2021-08-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,2.296099999999913
2021-08-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.15120443139998624
2021-08-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.02002791080000172
2021-08-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.5649999999979705
2021-08-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.34810000000089275
2021-08-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.09760000000042615
2021-08-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.09353817320000103
2021-08-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0194714119999982
2021-08-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.5695999999992208
2021-08-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.359999999998322
2021-08-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.08180000000030793
2021-08-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.18137401450000296
2021-08-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,1.5999999994258844e-09
2021-08-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.0
2021-08-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,1.0253000000001733
2021-08-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.2809000000013268
2021-08-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.0
2021-08-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.24137631410000004
2021-08-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.6000000012062415e-09
2021-08-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.026079082600000074
2021-08-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.40819999999815415
2021-08-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.32490000000172564
2021-08-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.08320000000023747
2021-08-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.20905973530000266
2021-08-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.5000000001437785e-09
2021-08-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.018645902599999774
2021-08-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.3321000000010739
2021-08-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.2808999999994439
2021-08-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.07729999999986706
2021-08-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.24276329619999354
2021-08-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,3.599999999540907e-09
2021-08-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.030509618900005465
2021-08-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.3578000000001228
2021-08-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.2703999999998481
2021-08-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.07940000000024097
2021-08-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.2285416445000023
2021-08-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,2.4999999987559994e-09
2021-08-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.029711420500001726
2021-08-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
2021-08-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Normal,0.35459999999862424
2021-08-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Off-peak,0.29160000000094294
2021-08-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,Peak,0.06660000000028643
2021-08-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Normal,0.2871307898000022
2021-08-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Off-peak,7.200000002412483e-09
2021-08-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,Peak,0.03275776159999988
2021-08-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,Peak,0.0
