date,meter_location_en,equipment_name_en,energy_kwh
2021-05-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.03018510550000104
2021-05-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0173599999996448
2021-05-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,47.42696500000347
2021-05-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.055049004000000526
2021-05-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.2380679999987818
2021-05-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,51.08336500002128
2021-05-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.05644574440000155
2021-05-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.8108179999994481
2021-05-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,50.18692599999972
2021-05-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14684823619999976
2021-05-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.1211209999987557
2021-05-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,49.860840999993705
2021-05-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.23926816819999688
2021-05-29,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.378169999998252
2021-05-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,52.0380389999908
2021-05-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2824611040999991
2021-05-30,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-05-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,74.57117400001407
2021-05-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20688845979999845
2021-05-31,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.2850659999997434
2021-05-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,54.731888999989586
2021-06-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15843629789999863
2021-06-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.6709729999997639
2021-06-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,59.48761299999431
2021-06-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17244400899999748
2021-06-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.44090500000011346
2021-06-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,51.512468999998774
2021-06-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.18183608070000137
2021-06-03,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5777769999998263
2021-06-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,65.49912900000871
2021-06-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2123682508000001
2021-06-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.6602500000006812
2021-06-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,49.56568500000261
2021-06-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15637391249999893
2021-06-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.8047210000004899
2021-06-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.66492100000794
2021-06-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15879470509999555
2021-06-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-06-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,67.29488599998481
2021-06-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1056791806999974
2021-06-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.1522259999994844
2021-06-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,56.277303999998715
2021-06-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.11337498790000007
2021-06-09,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.30412999999933343
2021-06-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,21.683656999995158
2021-06-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.05333204240000197
2021-06-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.27984099999929707
2021-06-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,29.054722000005533
2021-06-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15457591220000205
2021-06-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.452160000000169
2021-06-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,41.88894000000267
2021-06-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09987169760000086
2021-06-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.46650500000086803
2021-06-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.796494000000564
2021-06-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2743989361999958
2021-06-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-06-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,65.54252899999891
2021-06-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.21345145889999942
2021-06-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.335181000000976
2021-06-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,48.031201999993804
2021-06-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.045615039399999696
2021-06-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.4330849999997144
2021-06-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,52.53485199999794
2021-06-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14321283389999911
2021-06-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.4890649999996893
2021-06-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,54.677906000000796
2021-06-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.23127999819999906
2021-06-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.3202959999998844
2021-06-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,37.487160999994686
2021-07-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.07330393720000335
2021-07-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.8458369999999386
2021-07-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,45.24231999999982
2021-07-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.166137117400002
2021-07-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.13840900000036638
2021-07-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,32.81139399999917
2021-07-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09413731560000665
2021-07-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.43338100000014523
2021-07-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,51.55158099998904
2021-07-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20576803630000318
2021-07-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0628500000004903
2021-07-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.31064000000579
2021-07-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20704298879999944
2021-07-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5695850000007319
2021-07-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,53.84800599998916
2021-07-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.13951742330000164
2021-07-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-07-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,54.40261600000863
2021-07-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1044418554000019
2021-07-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.41693000000007774
2021-07-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,51.71172900000634
2021-07-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15626107200000197
2021-07-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.39685700000011326
2021-07-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,50.58949699998842
2021-07-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09928879049999548
2021-07-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0173760000003953
2021-07-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,46.22700400000256
2021-07-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.16241113400000132
2021-07-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0041730000002855
2021-07-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,46.88188100000346
2021-07-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.04193238339999877
2021-07-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.7926480000005183
2021-07-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,48.12118500001294
2021-07-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20206317579999908
2021-07-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5183810000006461
2021-07-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,49.45418200000325
2021-07-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2415235685000043
2021-07-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-07-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,58.88810099997977
2021-07-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.18714660929999394
2021-07-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.7371850000000056
2021-07-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,40.53170100001281
2021-07-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.08229333180000159
2021-07-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.3578770000001336
2021-07-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,44.52721099998218
2021-07-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.0524685339000015
2021-07-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.49246900000007243
2021-07-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,47.96249499998526
2021-07-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09014204459999815
2021-07-29,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.4291369999994384
2021-07-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,38.29452399999736
2021-07-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.12957384530000224
2021-07-30,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.8816410000010394
2021-07-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,42.35145000000547
2021-07-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.16813057310000112
2021-07-31,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.4188770000003698
2021-07-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,44.68577199998604
2021-08-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.295968893400001
2021-08-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,75.93777300000953
2021-08-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14594690870000257
2021-08-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.283104999999515
2021-08-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,50.451188999988766
2021-08-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17100075180000404
2021-08-03,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5672930000008194
2021-08-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,46.03047099999793
2021-08-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1509357159000008
2021-08-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.02689599999994455
2021-08-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,17.004241000005845
2021-08-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17485422990000418
2021-08-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5811999999994084
2021-08-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,34.46488599999193
2021-08-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17629038219999146
2021-08-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.47432200000055225
2021-08-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,46.94837899999367
2021-08-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14128616619999776
2021-08-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0088530000001212
2021-08-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,47.85104700000281
2021-08-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2835031493999893
2021-08-08,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,60.82335500000576
2021-08-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.21528642640000364
2021-08-09,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0630099999992721
2021-08-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.843609000014354
2021-08-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.10117172599999978
2021-08-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.8963859999996335
2021-08-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.604005999986846
2021-08-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.13383111820000002
2021-08-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5230250000002782
2021-08-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,44.97744100001122
2021-08-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.08660648780000275
2021-08-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.243225000000939
2021-08-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,32.95780900000229
2021-08-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17123234579998795
2021-08-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.0106999999992894
2021-08-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.11300958769999923
2021-08-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.0113999999978507
2021-08-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.18137401610000298
2021-08-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.3062000000015002
2021-08-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.26745540030000015
2021-08-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.8163000000001173
2021-08-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.22770564040000246
2021-08-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.6903000000003848
2021-08-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.27327291869999903
2021-08-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.7076000000002118
2021-08-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.25825306750000404
2021-08-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.7127999999998537
2021-08-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.31988855860000204
2021-08-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,3.922199999998402
2021-08-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.21407271720000356
2021-08-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.6261999999996604
2021-08-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.231563370199996
2021-08-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.6926000000004594
2021-08-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09249255679999716
2021-08-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.7747000000023716
2021-08-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.0
2021-08-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.0
2021-08-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.06202180930000769
2021-08-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.4138999999993143
2021-08-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.22636489489999612
2021-08-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.793252999999936
2021-08-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,24.244926000000465
2021-08-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.0963899010000011
2021-08-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.1744050000001511
2021-08-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,43.40709899998535
2021-08-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.23061147180000333
2021-08-29,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-08-29,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,70.10536600000786
2021-08-30,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20441659769999668
2021-08-30,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.3552370000005076
2021-08-30,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,40.64106900001042
2021-08-31,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.13837982829999854
2021-08-31,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.0035250000000706
2021-08-31,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,37.082984000001716
2021-09-01,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.124082733100003
2021-09-01,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.5173369999992121
2021-09-01,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,34.3412460000033
2021-09-02,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1879343103000081
2021-09-02,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.3534800000002829
2021-09-02,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,40.416010000007994
2021-09-03,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.07531606840000189
2021-09-03,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.15123699999991486
2021-09-03,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,42.56426500000186
2021-09-04,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.08620767749999765
2021-09-04,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,1.1490100000007097
2021-09-04,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,42.16376400001211
2021-09-05,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.19897854350000602
2021-09-05,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-05,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,64.45933399999197
2021-09-06,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09352330819999513
2021-09-06,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.042857999999846914
2021-09-06,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,21.02333699999455
2021-09-07,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.11592245679999642
2021-09-07,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.03496900000014261
2021-09-07,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,14.400798000001446
2021-09-08,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.134360441400008
2021-09-08,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.7081039999997844
2021-09-08,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,42.733160999991775
2021-09-09,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.12286445509999226
2021-09-09,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.08932500000022313
2021-09-09,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,44.440258000004555
2021-09-10,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.07974203600000604
2021-09-10,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-10,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.413640999999087
2021-09-11,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.08855481339999234
2021-09-11,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-11,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.4860000000005058
2021-09-12,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1504509834000055
2021-09-12,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-12,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.7321999999990243
2021-09-13,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14295191430000467
2021-09-13,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-13,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.7001000000009929
2021-09-14,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.15287660099999995
2021-09-14,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-14,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.7169000000006445
2021-09-15,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09749098589999698
2021-09-15,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-15,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.1093000000008122
2021-09-16,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.1727174134000015
2021-09-16,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-16,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.8888999999997718
2021-09-17,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.22897109319999878
2021-09-17,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-17,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.489700000000048
2021-09-18,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.14665361999999998
2021-09-18,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-18,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.3211000000013739
2021-09-19,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.07772945999999761
2021-09-19,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-19,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.3434999999993226
2021-09-20,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.12828539000000067
2021-09-20,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-20,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.47109999999968
2021-09-21,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.17584757000000206
2021-09-21,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-21,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.46730000000124666
2021-09-22,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.10898593999999612
2021-09-22,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-22,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,1.3265999999957634
2021-09-23,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.09244025000000376
2021-09-23,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-23,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.9421999999991112
2021-09-24,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.0710414200000026
2021-09-24,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-24,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.5005999999985478
2021-09-25,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.12069923999999932
2021-09-25,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-25,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.4791000000003887
2021-09-26,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.20016725000000052
2021-09-26,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-26,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.45200000000023793
2021-09-27,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.2796560200000123
2021-09-27,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-27,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.5060000000001639
2021-09-28,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.22733179000000286
2021-09-28,Panel LV11,Đồng hồ đo tổng Electrical panel Chipper,0.0
2021-09-28,Panel LV12,Đồng hồ đo tổng Electrical panel khu vực chế biến dăm,0.5255000000003928
2021-09-29,Electrical panel mặt trời,NLX Kim Tin 05-VP,0.22035974000000402
